RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.24098901999865366,39,0,0.21924479986781484,28005.008832984237,6,0,1,0,0,0
0.16933246796658433,31,0,0.0016553512521038122,26873.45056465385,5,0,1,0,2,0
0.5026823621751266,38,0,0.3082224309721132,34230.66443553481,11,0,1,0,2,0
0.1044857666073638,57,2,0.06263934991962436,28854.387463463045,13,0,3,0,2,0
0.2753367499887619,49,0,0.4712954644891643,6422.600110271714,9,1,1,0,1,1
0.08967820273199208,46,0,0.23627770971529566,14604.98190684186,6,1,0,1,1,0
0.3816464134853107,56,0,0.21535986554794964,50838.02987181383,11,0,1,0,3,0
0.6643600121050333,60,1,0.23317331846908887,14758.622245485396,10,0,0,0,1,0
0.346194635801836,63,0,0.6681483421521383,105941.79492590806,9,0,1,1,0,0
0.13808029814033712,70,0,0.4003171731181689,6463.997244608423,12,0,1,1,1,0
0.4184777921965499,60,0,0.928455001523301,8523.995942886097,3,0,1,0,0,0
0.18391901134110772,37,0,0.5624483134507721,17463.57947870342,11,0,0,1,3,0
0.16100035831005674,44,0,0.17906057203333675,,8,1,3,0,0,1
0.23602812881414398,26,1,0.09226181993711202,14002.79629005049,12,1,0,0,0,1
0.0651676153764368,29,0,0.1857094978710712,55830.10267724299,3,1,1,1,1,0
0.56371516539904,65,0,0.0369999812576441,58852.42840087719,6,1,1,0,0,0
0.2643318198361509,44,0,0.004310654164838546,11038.858568835836,2,0,2,0,2,0
0.27688581282960006,61,0,0.8016980499276812,30393.091918324837,10,1,0,0,0,1
0.5164502911421598,54,0,0.026195820869442634,10717.875646537166,6,0,1,1,2,0
0.5253932311909537,54,0,1.0126064011329534,21923.82606215573,7,2,0,0,1,1
0.17948311474138512,59,1,0.10756600134598567,18864.53550099244,9,1,0,0,1,1
0.28446357433225194,68,0,0.09768395825337595,25951.1529797759,7,0,0,0,0,0
0.1430766139125008,30,1,0.008541959607824908,62916.197717185525,7,1,1,0,1,0
0.46151914745671774,74,1,0.5163043658083494,11348.95277573658,5,0,0,1,0,0
0.5515533737822935,45,1,0.9090633699394254,19573.74939537639,5,0,1,0,2,0
0.05809439974809887,47,0,0.2118407886638413,19824.815697652604,11,0,0,0,1,0
0.5700615924045667,76,0,0.23819346359269075,10737.034850992093,15,2,1,0,2,1
0.11293588217016894,52,0,0.22178325210370348,9584.887353149667,4,0,1,0,0,0
0.19461884064280388,54,0,0.4106526643033461,50129.23699311071,3,0,1,0,0,0
0.08577142016006911,41,0,0.2809479858949842,53036.952646168866,9,0,0,0,1,0
0.33319228475183654,26,0,0.22068173804679,33890.037200717634,3,1,0,0,0,0
0.11686779491300536,42,0,0.05999722877116644,12733.515739093331,13,0,0,0,0,0
0.21680450701278042,68,0,0.3251291395261577,9100.732196339448,7,1,0,0,0,0
0.21178636592201486,71,0,0.5098365122191738,14717.006275594116,14,0,3,0,1,0
0.043880183634739924,41,0,0.21629346361039392,32671.296136804853,6,0,3,0,0,0
0.3386460302750883,67,0,0.006601650628907934,37704.97715868234,12,0,0,0,1,0
0.03018664219039859,42,0,0.09202990255621034,37294.592943651725,10,0,3,1,0,0
0.19904814332855092,40,0,0.3040184188558465,24699.399184065387,5,0,1,0,1,0
0.4056814305035176,59,0,0.1971719193287785,17929.602082056237,8,0,3,0,1,0
0.4309973634820902,85,0,0.5572552806348466,80086.70316020228,5,0,0,1,3,0
0.20163503718930478,54,1,0.586108791714272,27025.62125877086,16,1,0,0,1,0
0.10861864044831922,64,1,0.44944624458945964,,7,0,1,0,0,0
0.31171191025685213,45,1,0.12402889573333933,58364.21000845414,8,0,1,1,1,0
0.3436637933482627,55,0,0.8351989465014162,26685.860134537,9,0,2,0,1,0
0.3871455564326257,52,0,0.28758781849628096,26607.264232689926,9,0,0,0,0,0
0.2513563211188336,22,0,0.5739108465155726,136824.71757703446,9,0,0,0,1,0
0.4210462628239587,76,0,0.10110507156877709,24290.325468679355,9,0,1,0,0,0
0.21089291942318167,51,0,0.33981932527664593,11090.124954233612,11,0,1,0,0,0
0.20801024460657092,61,1,0.7209623015833182,22990.021114960793,11,0,1,0,0,0
0.20767257920954887,32,0,0.16835805702292625,13869.453195818003,9,1,2,0,0,1
0.311709240755322,52,0,0.03093186251792766,280227.74013596145,6,0,1,0,0,0
0.24237970289258362,40,0,0.6382520661673965,44452.37996827536,6,0,1,0,2,0
0.521670289917517,60,0,0.0006417918513991744,4873.211385434539,6,0,0,0,2,0
0.4969022184083908,54,0,0.25726103503263353,43603.44331510748,2,0,2,1,0,0
0.28397919356238804,33,0,0.5379238693355551,63193.76485116751,6,1,2,1,0,0
0.05688769253448354,43,1,0.02344641315736003,34399.54083821195,10,1,2,1,1,0
0.5588448380203992,56,1,0.16971961126520393,54554.75863777356,5,1,1,1,0,1
0.3775916054960437,41,0,0.0005536531417753877,27648.283962577436,5,1,1,1,0,0
0.07760130821387667,59,1,0.2800817306643188,16553.163442679925,6,1,0,0,2,0
0.40784395417658337,54,1,0.4858106448153358,31213.33839278494,5,0,1,0,0,0
0.059444605087366834,49,0,0.19705348929164473,29352.71110448734,13,0,2,0,0,0
0.07373613222035444,57,1,0.13261897050361876,56874.265276791695,9,0,0,1,4,0
0.2255928044538498,31,0,0.024407981143806146,50458.69519698803,10,0,0,0,1,0
0.8000530630268351,55,0,0.7371690576593314,136331.24456609882,6,1,1,0,3,1
0.13557454464881025,45,0,0.037658496895907716,9739.479203634326,5,1,0,0,1,0
0.5494577882026809,50,0,0.24962237052453973,9915.78868888464,7,0,1,0,0,0
0.41518634076906497,79,1,0.412173084603693,20137.89690203706,6,0,1,0,0,1
0.13556328441444365,61,0,0.2361022547372751,35762.000246482596,9,1,1,0,0,0
0.3158414894431482,54,0,0.1472265563539365,25708.29781068388,6,0,1,0,1,0
0.5701077363048551,59,0,0.6695867546789597,44658.865215111044,8,0,1,0,1,0
0.362412470041058,39,0,0.23831197327857595,10740.597618570388,15,0,1,0,0,0
0.08594436945061566,66,0,0.732571385298599,,4,1,2,1,1,0
0.05469307963622888,39,0,0.27009040341741486,17260.070234277573,4,0,3,0,2,0
0.43398413035096833,66,0,0.0777226344284184,47033.01884926309,10,0,0,0,1,0
0.1612453190505989,44,1,0.009648916722749376,19761.81081510142,6,0,1,0,1,0
0.24283244609067495,45,0,0.09781948697146937,17610.970137499455,11,0,0,0,1,0
0.18227065441867055,50,1,0.13144471653565296,33189.553419689626,12,0,1,0,1,0
0.20804987411960596,39,0,0.024925679298933443,28326.734334829096,13,0,1,0,0,0
0.20317336019985935,63,0,0.2689504284067399,66687.31217223687,10,0,1,0,0,0
0.1402729192553797,39,0,0.0751540452096451,59423.97226476536,7,0,1,0,1,0
0.37039158265357325,41,1,0.8001099320602999,7686.233540352459,8,0,0,0,0,0
0.41555497260120156,33,1,0.18877376016462488,18517.171892126207,9,1,2,0,1,0
0.14911219575772644,70,0,0.14907209140938502,100962.23259686101,4,1,0,0,3,0
0.15909719478502557,18,0,0.7525079279850022,16891.826094696637,8,0,0,1,2,0
0.48157914618094244,68,1,0.5291618659873939,35247.44264944276,12,0,0,1,0,0
0.1397835823791204,37,0,0.038201017700657716,29759.17327993533,12,0,0,0,0,0
0.3562642082791719,59,3,0.5578504836365895,13755.064724069489,10,1,1,0,2,1
0.5183704700150183,46,0,0.3972570783610386,,7,1,1,0,0,0
0.10716608243195874,43,0,0.25468514779880236,22812.555914047505,7,0,0,0,1,0
0.16333184590693567,38,0,0.13639862878904252,32444.70087273677,10,0,2,0,1,0
0.17483754679405497,49,0,0.28178246645517274,,9,0,2,0,2,0
0.21954898136087586,43,2,0.42864132848623004,50079.343883577116,8,0,1,0,0,0
0.2871507850131706,49,0,0.0654084039419986,9793.291533494521,4,0,2,0,0,0
0.17676556883835243,50,1,0.06885480875724205,18191.84213867586,7,0,0,0,0,0
0.3351864697934225,37,0,0.4548348667433712,33628.38151547328,10,0,1,0,0,0
0.3777862465574727,43,0,0.3861128489367325,39444.723257774756,5,0,0,0,1,0
0.7762620302354122,46,0,1.7200694837368864,6502.403515645028,10,0,0,0,0,1
0.48534863873533607,19,0,0.8841893266195864,41946.967106579796,6,0,1,0,1,0
0.35980030333131907,50,1,0.24058789604559008,6076.020911291485,13,0,2,0,0,0
0.255745785101843,61,0,0.28525910929442083,20134.749776780307,6,0,1,1,0,0
0.2215783663601519,57,0,0.2521671729955015,19934.84851478253,6,0,1,0,1,0
0.46109518784436365,49,0,0.36567493331336337,6641.627568664124,4,1,1,0,0,0
0.20633772657871807,78,0,0.14062927523015775,56284.85156656061,10,0,1,0,0,0
0.21003909726590703,60,0,0.16496698433026435,27503.34562745269,8,1,0,0,1,0
0.1405409611811266,52,0,0.6121993481236572,62021.0434142994,5,0,1,0,2,0
0.22099818630927134,19,0,0.47291585432994243,58742.16216414651,5,0,3,0,0,0
0.11974015409509732,41,0,0.6357281349352104,28742.0941648568,8,0,1,0,0,0
0.26286058759952635,70,0,0.4826872056016972,27769.93662336324,5,0,0,1,0,0
0.2113100941794713,35,0,0.010696840106505519,34171.42101822799,7,0,2,0,0,0
0.2790837731559021,82,0,0.5076345915798922,27112.77443471602,8,0,0,0,2,0
0.25761443889021973,45,0,0.03315287593968257,48158.53545941582,7,0,2,0,2,0
0.380635444359141,73,0,0.1364763272715264,61573.44740470286,8,0,0,0,0,0
0.2741127887693433,67,0,0.9954126276193002,12525.113889944545,7,1,2,0,0,0
0.33626273948063345,31,0,0.22771041395821223,10601.84911700223,9,0,0,0,1,0
0.3377355150091695,45,1,0.30642470378017733,48160.86123796974,15,0,2,0,0,0
0.30778350740906385,35,0,0.4480405250997755,44255.951672075935,9,0,0,0,1,0
0.323484444367652,46,0,0.0038732129216827844,44737.60482468067,13,0,0,0,0,0
0.22464606819846733,33,1,0.3416794393530234,17776.70247569666,10,1,1,0,1,1
0.5467485698375771,56,0,0.3836593166120922,19211.193178074533,8,0,0,0,0,0
0.31428311254279545,58,0,0.312091916008748,30328.812957295548,7,0,2,0,1,0
0.06482943400184613,28,2,0.8860149678114673,31418.597383452827,9,0,2,0,1,1
0.13052436193575317,69,0,0.1745826211080068,53593.34540422776,6,1,4,0,1,0
0.31217421547118535,45,1,0.7189629468132787,11581.419604727653,9,0,0,0,0,0
0.23330713668704772,50,0,0.5122439723306254,69502.25845725973,7,0,0,0,3,0
0.27332760428748115,57,1,0.27444477656773086,27385.682673957992,8,1,1,0,2,1
0.05546448431726313,43,1,0.20857862590401988,48039.8429073149,8,0,1,1,0,0
0.335958568043282,51,0,0.23914988759700784,12995.87332679933,7,0,0,0,2,0
0.07564832883051964,59,0,0.007018953848647861,14812.583598039868,5,1,3,0,1,0
0.5203428523217881,52,0,0.6793036298300047,13867.898684559337,12,0,1,0,0,0
0.17298164471428681,49,0,0.1037841192632637,21934.13260248045,9,0,1,2,0,0
0.30424152447273983,60,0,0.6845594238386356,28165.01457865056,11,0,1,0,2,0
0.13642264127095033,55,1,0.19804130770703643,47990.95295128254,10,1,0,2,1,0
0.02974675073186208,76,0,0.04769107401624066,65070.03541323193,9,0,2,0,1,0
0.12520107844167114,51,0,0.25083651998507783,34225.321939675916,7,1,1,0,0,0
0.21996000210748307,51,0,0.3265300818590366,13850.825811431538,9,0,3,0,1,0
0.05539188978329163,63,0,0.7484675250702909,17361.401729009594,7,0,1,0,0,0
0.6616419142429724,53,0,0.19730343590688126,8889.273920007663,12,0,1,0,0,0
0.25967474897339465,59,0,0.908295691769392,21343.458437732363,5,0,1,0,2,0
0.15725134587828712,49,0,1.0758250407124887,73936.13302655295,8,1,2,0,2,0
0.4359646646214816,71,0,0.1917143325534281,46978.7703423905,5,0,0,0,2,0
0.21861854038476597,50,0,0.5503578023041682,47631.14604679117,6,0,0,0,1,0
0.3697019535963749,47,1,0.8550685247779946,74219.99930314675,9,0,2,0,1,0
0.11171762033148855,43,0,0.180344178851232,49798.173901368646,8,0,0,0,0,0
0.4471261282811125,38,1,0.039867228801746445,31842.734535697946,5,0,0,0,0,0
0.13287196660514045,42,1,0.2573411337845211,16811.205007041564,11,0,0,0,0,0
0.2539195946619572,28,0,0.6002733769405535,14823.515166875655,11,0,2,0,1,0
0.2505465554854541,58,0,0.20646749669524328,,6,0,0,0,1,0
0.49527294697642643,58,0,0.4829454460408048,32501.850288310496,12,0,2,0,0,0
0.2912484981018359,27,2,0.2542405928687548,15752.044221180739,7,0,3,1,1,0
0.3089614168671636,52,0,0.5271149657902191,19905.122636802073,6,0,3,0,2,0
0.41543966926022907,78,0,0.16656655177054583,15588.869119973402,9,1,2,0,1,0
0.11849084709823264,48,1,0.5506812052700126,7725.906356861048,14,1,2,0,0,0
0.21102563531309146,46,1,0.06858400019288076,29900.503824299565,7,0,0,1,1,0
0.43572106658117443,64,0,0.16378977694106941,48212.881435521864,8,0,2,0,0,0
0.3448062034825077,43,1,0.5603687269923896,24611.76122928002,8,0,2,0,0,0
0.22377002011468838,74,0,0.00878304247015511,19027.991847641977,5,0,1,0,1,0
0.3923230728224971,41,0,0.004337767113694879,18865.19839544618,5,0,1,1,1,0
0.17338244715739407,34,0,0.5424498719295167,38335.786627486195,4,1,1,0,5,0
0.17524361665573016,51,0,0.09675415046633544,11490.718004739305,7,0,0,0,0,0
0.14976866932078423,48,0,0.15073945642477932,126002.87810631157,7,0,1,1,2,0
0.32767660068665794,47,0,0.15190392449695858,20799.934239286173,10,1,1,0,0,0
0.16711142591087105,48,0,0.07849563980251732,10790.17462381499,6,1,1,0,1,0
0.5072443893752041,33,0,0.028988608365516137,49135.61939017463,12,0,0,0,1,0
0.7646940036923738,51,1,0.058028677627576394,20484.81687986475,6,0,0,0,1,0
0.1432928766191279,49,0,1.0141210992504128,22858.80108465559,8,0,1,0,0,0
0.22609431128064383,56,0,0.4522662144554122,17476.67597379728,8,0,5,1,1,0
0.3827662038851959,59,1,0.93942061867192,18371.583597847974,6,0,1,0,1,0
0.3275591521471831,44,0,1.0697916057121462,60699.07059215161,7,0,1,0,0,0
0.2013843033753719,43,1,0.10094229027618468,4930.17026340237,8,0,0,0,1,0
0.32722439437443834,46,1,0.3627821470743377,17910.460589147544,9,0,0,0,0,0
0.3698618498499816,48,1,0.10984925227446707,24599.32746016103,8,0,0,0,0,0
0.38342743074743796,81,0,0.3288892923252116,21781.709900906633,9,0,1,2,2,0
0.5357621303437162,71,0,0.1454588651749048,23761.732543893508,4,0,1,0,0,0
0.3981384598017331,51,0,0.03488111794294099,54461.63519873247,10,0,1,0,1,0
0.21978517967854128,27,2,0.23648450264538226,40001.195233102706,5,1,0,0,0,1
0.14595800365041584,80,1,0.35809871431125107,25406.082680535535,8,0,1,0,0,0
0.21986256503472862,57,0,0.22169339300335428,102675.77678365221,9,0,1,0,0,0
0.31317864588270555,51,0,0.27366511852843484,60992.58083544611,6,0,2,0,1,0
0.07279945546349904,69,0,0.0444927951084138,72351.60535631893,14,0,1,0,1,0
0.24878704638109742,59,0,0.03380915039467634,55586.02358032107,11,0,2,0,0,0
0.614137362486961,32,0,0.2934366966278425,62118.523248607955,8,0,1,1,0,0
0.7882556817328998,80,0,0.2120139311384769,30288.49699004922,7,1,0,0,0,1
0.3088590501021691,46,0,0.7111460250160829,35395.00802979395,9,0,1,0,1,0
0.07514442131067368,43,0,0.407070908512707,32702.77958213423,6,0,1,0,0,0
0.3536164622368943,75,2,0.47931147881135194,,8,0,1,0,0,1
0.06744657643777896,49,0,0.15973635183727217,49686.011905561325,9,0,0,0,0,0
0.20032111535032143,59,1,0.22886234775033817,9697.669746946693,13,1,1,0,0,0
0.317795982750838,68,1,0.3121947102400126,34983.36561563251,6,0,0,0,1,0
0.3737883036035394,47,1,0.038609190865750466,21937.558302273756,8,0,0,0,0,0
0.5367684871602825,53,1,0.31059883565210816,113567.49427618225,11,0,0,0,1,0
0.07070074767545413,62,0,0.28398620933970325,94585.10952060377,11,0,0,0,0,0
0.26252754864347727,52,0,0.4844295196877577,66278.13042420545,8,0,0,0,1,0
0.18228772000946605,56,0,0.10908766358802756,32874.218250859,11,1,4,1,0,0
0.3876762625213467,55,0,0.12208072979118552,23975.69435239353,9,1,0,0,1,0
0.10919822608632554,57,0,0.5403510760909926,,7,0,2,1,1,0
0.08813819892187032,46,0,0.04029656413657092,18362.74449724405,13,0,2,0,3,0
0.27947015893303484,68,0,0.3223642180360529,47111.19330520798,4,0,0,0,0,0
0.0432139512911206,27,0,0.22376765869556384,17223.431756470178,7,1,0,0,2,0
0.45600969371230904,44,0,0.22225765660871505,,17,0,2,0,0,0
0.3555154040534275,71,0,0.6128190110666821,23699.28618146244,8,0,2,0,2,0
0.2540010043860204,21,1,0.20731241748643267,55894.0306707791,10,0,2,0,0,0
0.1889423576642676,58,0,0.2359924372721219,42514.52427476229,5,0,2,0,0,0
0.2683546028992312,53,0,0.10439701887872539,44874.6644690312,10,0,1,0,2,0
0.2593310636077258,50,0,0.12773208574858835,,8,0,0,0,1,0
0.5245525399218373,41,0,0.08456676121912593,43261.63233748046,4,0,0,0,1,0
0.5298630104394599,59,0,0.008741196800568403,,7,0,3,1,0,0
0.5173829126297903,24,0,0.2706805474981412,47920.70389947797,7,0,0,0,0,0
0.5545594994567341,37,0,0.2957071344312506,30649.02254311309,5,0,1,1,2,0
0.34768449567720106,22,0,0.13306593942163006,14876.573571241814,4,0,1,0,1,0
0.17143929359393348,51,0,0.2313658737417719,18316.960703074692,9,1,1,0,0,0
0.4785689783801049,44,0,0.2502584115662681,10213.26661782249,9,0,0,0,0,0
0.5470564064080196,51,1,0.11293134959281523,10205.135055703757,10,0,0,0,3,0
0.435449763740575,93,0,1.0581482678285816,86124.35944773424,9,0,2,0,1,0
0.4423300474683553,48,1,0.17390507388444043,23930.16707278857,8,0,1,0,2,0
0.19840328439622948,51,0,0.32170696762679185,22836.251178147122,8,0,1,1,2,0
0.45010169645376186,48,0,0.040567887553524494,32984.21434634179,7,0,2,0,2,0
0.1400648291819125,73,0,0.03675043415478289,83209.47594748759,6,0,1,0,0,0
0.5123593069981472,55,1,0.05480073851917619,38573.638512961596,8,0,1,0,0,0
0.21225176261207443,50,0,0.13360754605901545,57719.36312733506,10,0,4,0,2,0
0.08463504518972834,55,0,0.026977552142883207,31993.861846711763,7,1,0,0,3,0
0.5882517153186474,38,0,0.12297439341657096,48281.08095688708,9,0,2,1,1,0
0.446980554835605,62,0,0.45321089396374786,49004.57558029764,11,0,0,0,0,0
0.36764120860061794,51,1,0.5687820695162538,26492.27127625711,11,0,1,1,0,0
0.33465373821530187,36,0,0.3401773566383146,21551.851899671634,7,0,0,0,5,0
0.20812464152938792,37,0,0.04071656208144964,7454.919318954163,9,0,4,1,1,0
0.4111480560393435,62,0,0.22488803951883787,49332.6458959462,8,0,1,1,3,0
0.14191934382907426,34,0,0.30342267846542076,49824.58422437564,4,0,3,0,1,0
0.10186951289102456,67,0,0.11781757559761119,151089.8843018916,3,0,0,0,1,0
0.5076112988864281,65,0,0.09039919015076668,113673.0646015367,8,0,1,0,1,0
0.43600669874370535,79,0,0.026770590304483335,22958.29017704862,12,0,1,0,3,0
0.500990826300766,31,0,0.49127377362641456,102484.15869760995,6,2,1,1,2,1
0.6255800618970409,67,1,0.1614524645374282,24232.837252625948,11,0,2,0,1,1
0.1286465108658096,70,0,0.08065745686734317,11380.958450602304,6,0,0,0,0,0
0.3636622248539545,56,0,0.0860442355127663,11375.42065192271,11,0,1,0,0,0
0.25302961276328106,18,0,0.5281191964246389,16326.322344988228,9,0,1,0,0,0
0.395338798610309,47,0,0.408132326071502,14578.687504338175,6,0,0,0,1,0
0.2104667099377071,40,0,0.09554123561792023,18021.133473666752,8,0,1,1,0,0
0.4774167612061652,69,0,0.7903978540402026,25298.015911239425,8,0,1,0,1,0
0.44418465917327227,50,0,0.5461009805325685,7747.737715537394,11,0,0,1,1,0
0.3519366295869,31,0,0.3431311221821104,50540.56424330119,7,1,1,0,0,0
0.040955771315537536,44,0,1.008377659665636,7329.436746251933,13,1,2,0,0,0
0.23141094790966152,59,0,0.05493056515391773,62186.05048292543,6,0,3,0,1,0
0.6130197916307853,42,1,0.27605970763759935,71119.73724082949,10,0,0,0,0,0
0.3956611047400526,51,0,0.03727585081945771,20980.457349731714,7,0,2,0,0,0
0.5210619484313191,77,0,0.53982952838406,56906.50056822919,9,0,0,0,1,0
0.04880842736431498,50,0,0.01989290573916698,23778.803071080958,11,0,0,0,0,0
0.044614010041864306,50,0,0.4512072521880424,20374.226857909274,8,0,1,0,0,0
0.2521358998199387,47,0,0.07663214182005228,23136.914232053994,6,0,0,1,0,0
0.3599406674970845,52,0,0.0591049425446212,16827.78926959833,6,2,0,0,0,1
0.3965962491083802,66,0,1.5176357614829434,36128.1634252577,8,0,0,0,2,0
0.21775054333991825,36,0,0.9305403846582954,6181.384726416779,5,0,0,0,0,0
0.2722191385988028,48,0,0.09072810165599933,30202.552006244863,5,0,1,0,0,0
0.07971893644850808,80,0,0.05903533885171662,44287.597989627764,6,1,1,1,1,0
0.31511942996042375,56,1,0.10887747951651205,13490.308531152157,8,0,1,0,2,0
0.11719843846309463,46,0,0.3375309797290728,9894.397362428517,9,0,2,1,0,0
0.43345160991557874,62,0,0.9003704832545665,21669.587820486864,4,0,4,0,0,0
0.2693989099130439,73,0,0.23249060523064263,17775.13209516548,5,0,1,0,1,0
0.42534495533628036,30,1,0.18391273781659478,18443.755491926368,9,0,0,0,0,0
0.18027433672205673,50,0,0.2510222372983684,22101.371952660287,10,0,3,0,1,0
0.3029712061810421,55,0,0.09436225792829407,25834.042007797285,10,0,1,0,0,0
0.18147044104268847,56,0,0.2524933283278785,,3,0,0,0,1,0
0.14891352754931825,50,0,0.122226859996227,22465.863929088693,10,0,0,0,1,0
0.22313595744090478,44,0,0.0646840126038078,32998.30553785327,14,0,2,0,0,0
0.15011677738418613,18,1,0.1328152271636509,49026.824481760945,14,0,3,0,1,0
0.45316657436089197,54,1,0.04067686014183248,15881.364785818389,16,0,0,0,0,0
0.2717293170880107,47,0,0.5327744893472725,37105.3437737364,11,0,1,0,0,0
0.22120860593102892,35,0,0.4071986442235038,25123.960185300042,13,0,2,1,2,0
0.2904617287029185,68,3,0.5044733529335966,20309.56504366075,8,1,0,0,0,1
0.20621223501165076,44,0,0.0610678146470096,47778.8538451215,5,0,4,0,0,0
0.2462402237535037,38,1,0.09010899737219813,18975.882756410876,10,0,0,1,2,0
0.3962047177854964,80,0,0.11921065024170494,45707.183476995706,11,1,2,0,0,0
0.25711633771908127,76,0,0.25348079150722114,76891.45736224155,13,1,1,1,2,0
0.24350970017129248,47,0,0.2987844026101798,71304.79160838324,6,0,0,1,1,0
0.4666854687172489,61,0,0.5295554980067781,40938.70110495909,13,0,1,0,0,0
0.1069087918840631,57,0,0.04924792451967564,20950.525979325157,8,1,0,0,1,0
0.18712108634560673,24,1,0.13859297784696367,47778.18230246451,4,0,1,0,1,0
0.21889915891570902,51,1,0.0527526602461203,25207.63934654886,9,0,1,1,0,0
0.5708712044398185,66,0,0.2904940790707666,24125.387086558938,8,1,1,0,0,1
0.2882745276634124,57,0,0.2842947458925542,5302.1983225273125,3,0,2,0,2,0
0.23415189414427381,57,0,0.4839247640954768,21801.394679898858,7,1,0,0,2,0
0.08052361843476118,96,0,0.23152365115450904,84745.34264720028,7,0,1,0,0,0
0.1712413025539704,73,0,0.014317256939705186,18650.02619636415,16,0,0,0,0,0
0.3936368653823533,70,0,1.0410366535527222,64748.30468185097,11,0,2,0,0,0
0.1411433759328875,54,0,1.1407131213592632,7170.207123024048,9,0,3,0,1,0
0.3385241855634498,23,1,0.21368971064195486,16042.415461500119,11,1,3,0,2,1
0.5368300959147096,64,0,0.11405562287043007,16111.513420589805,6,0,1,1,0,0
0.23988247223076536,61,0,0.7364004716101998,6791.078283722817,8,0,2,0,0,0
0.19218975347673076,52,1,0.20553829073854094,63565.96785264633,7,0,0,0,1,0
0.0752950432395061,53,1,0.11814167348772281,,11,1,2,1,0,1
0.2946071194363334,34,1,0.14210953932628279,128132.6669377983,7,0,2,0,2,0
0.3509825802428567,42,1,0.30044053784127567,21220.11456504197,5,0,2,0,1,1
0.1052875162422653,44,0,0.061187159048834,,10,0,1,1,3,0
0.04629561313163647,44,0,0.29566460438709263,23470.103703648514,3,0,1,0,0,0
0.2978124678310817,58,0,0.07325471807346753,14981.825356026175,6,0,1,0,1,0
0.2223017969744145,51,1,0.4456941640073192,26667.693093586644,7,0,0,0,3,0
0.507398051986845,52,1,0.5092928085660853,5686.944059060464,11,0,0,0,1,0
0.09094260023708524,59,0,0.17791636016874135,60209.50645200043,10,0,0,0,0,0
0.5252691580437566,22,0,0.030225842164538684,61375.66205244222,8,0,0,1,0,0
0.2972770961663355,44,0,0.07912353328866074,91689.77891673645,9,0,0,0,0,0
0.2695533282491471,49,1,0.2858028128689091,66251.96206183075,8,0,0,0,0,0
0.46720365100553374,21,0,0.21971852551335083,17779.27695513532,6,1,1,1,1,0
0.5007756630956062,37,0,0.6425319756294215,28361.253951504834,6,0,1,1,2,0
0.21301090288949862,43,0,0.8684270941552262,25454.03447782088,9,0,1,0,1,0
0.36355147951453626,56,0,0.3002220466479108,31522.806523454423,10,0,1,0,0,0
0.25117965707891166,41,0,0.23687434317796516,3756.662435473987,7,0,0,0,0,0
0.1068772907547936,20,0,0.11232897088581774,15470.688817450315,8,0,0,0,1,0
0.33435630056679994,39,0,0.07657798394681453,97523.71978965207,8,0,0,0,0,0
0.2363587944781177,35,0,0.009897186607164127,5472.401864030756,7,0,3,0,1,0
0.15985348476879685,40,0,0.7342795026762535,85893.95953722953,3,2,1,1,0,1
0.16787517221705361,58,0,0.29175318811248613,27586.441732344218,10,0,1,0,1,0
0.38600743325576536,47,1,0.21229137449613864,24854.84212255536,7,0,1,1,1,0
0.28248710275649114,56,0,0.12412956857584809,22871.31975284523,6,0,1,0,0,0
0.20958474516443662,79,2,0.04339524483385985,29438.416095519045,6,0,1,0,1,0
0.21598229930253776,64,0,0.7259767329512705,31354.283720611504,7,0,1,0,1,0
0.0901600857448863,54,0,0.17704919998227955,36794.25835682432,4,0,2,0,0,0
0.4528186525311798,39,0,0.3117718247930154,,10,0,1,0,0,0
0.26180090470465195,32,1,0.12054274687874503,23889.190231252873,4,0,0,0,1,0
0.3203904640957098,61,1,0.03895336165708498,14764.614534746319,11,0,0,0,3,0
0.30997072660513103,29,0,0.5800954380496559,,14,0,1,0,1,0
0.5590344165891759,50,1,0.5117683898625224,15596.5698327873,8,0,0,0,0,0
0.2912544922227194,22,0,0.5502215764806767,27662.657148342638,9,0,0,0,1,0
0.16853616339558503,54,0,0.4663890176828468,42587.500395588446,8,1,1,0,0,0
0.2951318740588128,54,1,0.20599386982342344,7138.184278393561,7,0,2,0,0,0
0.04125767876141427,62,1,0.3232978697426801,91503.72890736518,5,0,2,0,1,0
0.2130822118162433,57,0,0.020708215711155543,34811.951011918776,8,0,2,1,2,0
0.3681577246176071,55,1,0.14982278731916068,39372.58771496785,4,0,3,0,1,0
0.15851287937860095,18,1,0.4549263243241214,45524.48400545067,9,0,0,0,0,0
0.5530001268548761,44,0,0.07739371364059218,38306.92856941321,7,1,3,0,0,0
0.11460124481231132,27,1,0.1088997142891406,38687.106950184534,8,1,1,0,0,0
0.39201355331132587,34,0,0.5451177885062791,81248.68590499979,14,0,0,0,0,0
0.1988752558631476,57,0,0.06947125588857936,9854.250589220701,9,0,1,0,1,0
0.6254208315134933,59,0,0.485613450373343,29880.586542874516,9,0,0,0,0,0
